Description,Inside/Outside,Weapon,Latitude,Longitude,HourBin,cluster
COMMON ASSAULT,Inside,HANDS,39.29513,-76.59861,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29658,-76.59752,Afternoon,7
AGG. ASSAULT,Inside,FIREARM,39.30436,-76.67115,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.3547,-76.60212,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.2956,-76.64818,Afternoon,7
ROBBERY - CARJACKING,Outside,FIREARM,39.28581,-76.64085,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.25126,-76.64699,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29539,-76.6127,Evening,8
ROBBERY - STREET,Outside,OTHER,39.34078,-76.68971,Evening,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.28734,-76.64399,Evening,-1
ROBBERY - STREET,Outside,OTHER,39.34078,-76.68971,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.30783,-76.65263,Evening,9
COMMON ASSAULT,Inside,HANDS,39.31888,-76.55057,Evening,8
ROBBERY - STREET,Inside,FIREARM,39.30343,-76.62265,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.35791,-76.60715,Evening,18
RAPE,Inside,OTHER,39.29254,-76.6135,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.32722,-76.54885,Evening,18
AGG. ASSAULT,Outside,OTHER,39.3127,-76.58397,Evening,10
AGG. ASSAULT,Outside,OTHER,39.29873,-76.64752,Evening,10
COMMON ASSAULT,Outside,HANDS,39.3307,-76.53454,Evening,11
ROBBERY - COMMERCIAL,Inside,FIREARM,39.34241,-76.68272,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30459,-76.64442,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30895,-76.63577,Evening,9
ROBBERY - CARJACKING,Outside,FIREARM,39.31552,-76.61469,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30277,-76.6281,Evening,8
RAPE,Outside,OTHER,39.27552,-76.66635,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.34081,-76.55981,Night,2
ROBBERY - STREET,Outside,FIREARM,39.34081,-76.55981,Night,2
ROBBERY - STREET,Outside,FIREARM,39.32243,-76.57261,Night,2
COMMON ASSAULT,Inside,HANDS,39.23855,-76.6048,Morning,1
COMMON ASSAULT,Inside,HANDS,39.23855,-76.6048,Morning,1
COMMON ASSAULT,Inside,HANDS,39.33978,-76.60326,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31262,-76.63922,Morning,1
COMMON ASSAULT,Inside,HANDS,39.3378,-76.57532,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.3378,-76.57532,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.23582,-76.60061,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.23582,-76.60061,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31157,-76.64433,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32919,-76.54154,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.29424,-76.57094,Afternoon,6
ROBBERY - STREET,Outside,FIREARM,39.29424,-76.57094,Afternoon,6
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Afternoon,22
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Afternoon,22
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Afternoon,22
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Afternoon,22
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.31578,-76.65245,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.31147,-76.60929,Afternoon,5
AGG. ASSAULT,Outside,KNIFE,39.29284,-76.62143,Afternoon,29
COMMON ASSAULT,Outside,HANDS,39.31071,-76.63737,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.25412,-76.64526,Afternoon,5
AGG. ASSAULT,Inside,OTHER,39.31913,-76.59641,Evening,18
COMMON ASSAULT,Outside,HANDS,39.29388,-76.6226,Evening,11
COMMON ASSAULT,Outside,HANDS,39.29388,-76.6226,Evening,11
COMMON ASSAULT,Outside,HANDS,39.30808,-76.66987,Evening,11
ROBBERY - COMMERCIAL,Inside,FIREARM,39.3163,-76.60951,Evening,37
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28176,-76.68351,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.34707,-76.65817,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.29491,-76.58209,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.29491,-76.58209,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.37068,-76.69325,Evening,9
COMMON ASSAULT,Inside,HANDS,39.28245,-76.68767,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.29802,-76.57424,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.29802,-76.57424,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.29802,-76.57424,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.29802,-76.57424,Evening,12
AGG. ASSAULT,Outside,KNIFE,39.29802,-76.57424,Evening,17
COMMON ASSAULT,Inside,HANDS,39.28833,-76.62225,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.33618,-76.55577,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.29131,-76.6101,Night,0
COMMON ASSAULT,Outside,HANDS,39.28009,-76.63016,Night,26
ROBBERY - CARJACKING,Inside,FIREARM,39.2832,-76.70654,Night,-1
COMMON ASSAULT,Inside,HANDS,39.30142,-76.63208,Night,0
ROBBERY - CARJACKING,Outside,FIREARM,39.33326,-76.68428,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.23231,-76.60141,Morning,58
AGG. ASSAULT,Inside,OTHER,39.30358,-76.62911,Morning,15
AGG. ASSAULT,Outside,FIREARM,39.32576,-76.60249,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.30476,-76.61034,Morning,44
AGG. ASSAULT,Outside,OTHER,39.28331,-76.63788,Morning,25
ROBBERY - COMMERCIAL,Inside,FIREARM,39.31483,-76.66102,Afternoon,-1
ROBBERY - STREET,Inside,FIREARM,39.29503,-76.53345,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.30711,-76.58714,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31367,-76.64025,Evening,8
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29924,-76.61573,Evening,37
ROBBERY - STREET,Outside,FIREARM,39.29237,-76.57322,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.31731,-76.56828,Evening,9
ROBBERY - RESIDENCE,Inside,FIREARM,39.29806,-76.62314,Evening,72
AGG. ASSAULT,Inside,OTHER,39.34268,-76.6813,Evening,18
ROBBERY - COMMERCIAL,Outside,FIREARM,39.28859,-76.64448,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.33864,-76.66869,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33864,-76.66869,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33864,-76.66869,Evening,8
COMMON ASSAULT,Inside,HANDS,39.26157,-76.66657,Night,0
COMMON ASSAULT,Inside,HANDS,39.34479,-76.67651,Night,0
AGG. ASSAULT,Outside,KNIFE,39.28248,-76.59352,Night,4
AGG. ASSAULT,Inside,OTHER,39.29214,-76.61803,Night,32
AGG. ASSAULT,Inside,OTHER,39.29214,-76.61803,Night,32
ROBBERY - STREET,Outside,FIREARM,39.3317,-76.60005,Night,2
COMMON ASSAULT,Inside,HANDS,39.30327,-76.5812,Night,0
AGG. ASSAULT,Outside,HANDS,39.27556,-76.62622,Night,45
AGG. ASSAULT,Inside,KNIFE,39.29244,-76.61804,Night,36
AGG. ASSAULT,Inside,KNIFE,39.29254,-76.6135,Night,36
ROBBERY - STREET,Outside,FIREARM,39.32965,-76.68245,Night,2
ROBBERY - STREET,Outside,FIREARM,39.33135,-76.55705,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.31603,-76.61269,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31634,-76.56265,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.288,-76.61369,Afternoon,7
ROBBERY - COMMERCIAL,Inside,OTHER,39.23711,-76.61021,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.29244,-76.57149,Afternoon,35
AGG. ASSAULT,Inside,HANDS,39.29529,-76.59129,Afternoon,80
AGG. ASSAULT,Inside,HANDS,39.32491,-76.68767,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31624,-76.54757,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.33579,-76.55505,Evening,9
AGG. ASSAULT,Outside,KNIFE,39.3098,-76.57309,Evening,17
ROBBERY - CARJACKING,Outside,FIREARM,39.28745,-76.54757,Evening,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.29365,-76.571,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.31318,-76.63679,Evening,9
ROBBERY - RESIDENCE,Inside,FIREARM,39.3247,-76.55589,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30327,-76.5812,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.35023,-76.60967,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.32476,-76.61076,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.29938,-76.57883,Evening,9
AGG. ASSAULT,Inside,OTHER,39.22841,-76.58816,Evening,56
AGG. ASSAULT,Inside,OTHER,39.22841,-76.58816,Evening,56
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28003,-76.57481,Evening,40
COMMON ASSAULT,Inside,HANDS,39.31498,-76.64011,Evening,8
COMMON ASSAULT,Outside,HANDS,39.3457,-76.56088,Evening,11
COMMON ASSAULT,Outside,HANDS,39.34663,-76.53097,Evening,11
ROBBERY - STREET,Outside,OTHER,39.33557,-76.69083,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.28845,-76.59362,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.28335,-76.6339,Evening,9
COMMON ASSAULT,Inside,HANDS,39.3089,-76.67011,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.33661,-76.68536,Evening,9
COMMON ASSAULT,Outside,HANDS,39.304,-76.63527,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28938,-76.61967,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33269,-76.66791,Evening,8
COMMON ASSAULT,Inside,HANDS,39.28762,-76.56801,Night,0
AGG. ASSAULT,Inside,KNIFE,39.28142,-76.69497,Night,-1
AGG. ASSAULT,Outside,OTHER,39.27619,-76.6716,Night,-1
AGG. ASSAULT,Outside,OTHER,39.28313,-76.6132,Night,3
ROBBERY - STREET,Outside,FIREARM,39.33605,-76.67993,Night,2
AGG. ASSAULT,Inside,HANDS,39.29235,-76.67428,Night,-1
COMMON ASSAULT,Inside,HANDS,39.22912,-76.60024,Night,0
AGG. ASSAULT,Outside,OTHER,39.31291,-76.67996,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.32696,-76.55888,Morning,1
AGG. ASSAULT,Inside,OTHER,39.32174,-76.59687,Afternoon,22
AGG. ASSAULT,Inside,KNIFE,39.31855,-76.65277,Afternoon,23
COMMON ASSAULT,Inside,HANDS,39.29603,-76.58357,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.29156,-76.61979,Afternoon,23
AGG. ASSAULT,Inside,KNIFE,39.29156,-76.61979,Afternoon,23
COMMON ASSAULT,Inside,HANDS,39.28655,-76.61134,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30899,-76.70828,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.30899,-76.70828,Afternoon,-1
AGG. ASSAULT,Inside,OTHER,39.35735,-76.59534,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.28362,-76.69497,Afternoon,7
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29018,-76.60469,Afternoon,59
AGG. ASSAULT,Inside,KNIFE,39.33206,-76.638,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.28226,-76.67437,Afternoon,31
COMMON ASSAULT,Outside,HANDS,39.2896,-76.57168,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.3262,-76.57315,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.32663,-76.53068,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.30431,-76.59802,Afternoon,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28644,-76.5709,Evening,40
ROBBERY - COMMERCIAL,Inside,FIREARM,39.31001,-76.6431,Evening,28
ROBBERY - COMMERCIAL,Inside,FIREARM,39.3374,-76.55106,Evening,-1
ROBBERY - COMMERCIAL,Inside,KNIFE,39.29152,-76.56495,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.35448,-76.66237,Evening,8
COMMON ASSAULT,Inside,HANDS,39.35448,-76.66237,Evening,8
COMMON ASSAULT,Outside,HANDS,39.2889,-76.59598,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28938,-76.61967,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33676,-76.63564,Morning,1
AGG. ASSAULT,Inside,OTHER,39.29529,-76.59129,Morning,15
COMMON ASSAULT,Inside,HANDS,39.27773,-76.66326,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32491,-76.55896,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.36616,-76.5495,Night,-1
AGG. ASSAULT,Inside,OTHER,39.29224,-76.58916,Night,32
AGG. ASSAULT,Inside,OTHER,39.34054,-76.60316,Night,32
COMMON ASSAULT,Outside,HANDS,39.28338,-76.59353,Night,26
COMMON ASSAULT,Outside,HANDS,39.28338,-76.59353,Night,26
AGG. ASSAULT,Outside,OTHER,39.27573,-76.61422,Night,3
AGG. ASSAULT,Inside,KNIFE,39.3585,-76.57579,Night,-1
AGG. ASSAULT,Inside,KNIFE,39.3585,-76.57579,Night,-1
COMMON ASSAULT,Outside,HANDS,39.2826,-76.59283,Night,26
COMMON ASSAULT,Inside,HANDS,39.36116,-76.71038,Night,0
COMMON ASSAULT,Outside,HANDS,39.28338,-76.59353,Night,26
AGG. ASSAULT,Outside,OTHER,39.30447,-76.63165,Night,3
AGG. ASSAULT,Outside,OTHER,39.22988,-76.58823,Night,-1
COMMON ASSAULT,Inside,HANDS,39.31385,-76.54065,Night,0
AGG. ASSAULT,Inside,OTHER,39.25018,-76.63121,Night,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.30334,-76.54267,Night,-1
COMMON ASSAULT,Inside,HANDS,39.27408,-76.62769,Morning,1
AGG. ASSAULT,Inside,HANDS,39.24292,-76.62575,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.29935,-76.59594,Afternoon,5
ROBBERY - STREET,Inside,OTHER,39.31063,-76.61495,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31199,-76.64762,Afternoon,7
AGG. ASSAULT,Inside,HANDS,39.28947,-76.56633,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.34268,-76.59117,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.35748,-76.69167,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.23028,-76.60356,Afternoon,5
AGG. ASSAULT,Outside,FIREARM,39.29722,-76.65249,Afternoon,31
COMMON ASSAULT,Inside,HANDS,39.30873,-76.56177,Afternoon,7
ROBBERY - RESIDENCE,Inside,OTHER,39.24558,-76.62297,Afternoon,-1
AGG. ASSAULT,Inside,HANDS,39.23118,-76.59059,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.34346,-76.54393,Evening,-1
AGG. ASSAULT,Outside,HANDS,39.29912,-76.64757,Evening,67
COMMON ASSAULT,Inside,HANDS,39.29066,-76.57605,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.28837,-76.65682,Evening,9
ROBBERY - COMMERCIAL,Outside,FIREARM,39.3438,-76.53261,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.34446,-76.60966,Evening,9
AGG. ASSAULT,Outside,FIREARM,39.32666,-76.59444,Evening,21
COMMON ASSAULT,Inside,HANDS,39.34179,-76.60341,Evening,8
COMMON ASSAULT,Inside,HANDS,39.23335,-76.6017,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.37051,-76.56705,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.31414,-76.56647,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28561,-76.59334,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30643,-76.57378,Night,0
AGG. ASSAULT,Inside,OTHER,39.33128,-76.65837,Night,52
COMMON ASSAULT,Outside,HANDS,39.28115,-76.68213,Night,26
ROBBERY - STREET,Outside,FIREARM,39.32622,-76.55212,Night,2
ROBBERY - STREET,Outside,FIREARM,39.32888,-76.66212,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.22735,-76.58869,Morning,58
AGG. ASSAULT,Outside,OTHER,39.29026,-76.5383,Morning,-1
AGG. ASSAULT,Outside,OTHER,39.30946,-76.60331,Morning,25
ROBBERY - STREET,Outside,OTHER,39.29108,-76.61823,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.2821,-76.6354,Morning,13
ROBBERY - COMMERCIAL,Inside,FIREARM,39.30358,-76.58618,Afternoon,64
COMMON ASSAULT,Inside,HANDS,39.34689,-76.55005,Afternoon,7
ROBBERY - STREET,Outside,OTHER,39.28968,-76.6121,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.3087,-76.64265,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.29092,-76.62242,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.27871,-76.66349,Afternoon,23
AGG. ASSAULT,Outside,OTHER,39.29585,-76.6036,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.2931,-76.61677,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.2931,-76.61677,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.24484,-76.62595,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.28938,-76.61967,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.35786,-76.59803,Evening,9
COMMON ASSAULT,Inside,HANDS,39.35408,-76.56133,Evening,8
COMMON ASSAULT,Inside,HANDS,39.31019,-76.61492,Evening,8
COMMON ASSAULT,Inside,HANDS,39.28985,-76.53914,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33699,-76.63685,Evening,8
COMMON ASSAULT,Inside,HANDS,39.32243,-76.56776,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29222,-76.60764,Afternoon,5
ROBBERY - COMMERCIAL,Inside,OTHER,39.30113,-76.61761,Afternoon,-1
AGG. ASSAULT,Inside,OTHER,39.27981,-76.61614,Afternoon,22
COMMON ASSAULT,Outside,HANDS,39.29692,-76.64832,Afternoon,5
ROBBERY - COMMERCIAL,Inside,KNIFE,39.28851,-76.5937,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.29873,-76.59716,Evening,11
AGG. ASSAULT,Inside,OTHER,39.31024,-76.63774,Evening,18
AGG. ASSAULT,Inside,KNIFE,39.31997,-76.69229,Night,-1
AGG. ASSAULT,Outside,FIREARM,39.30035,-76.64448,Night,33
AGG. ASSAULT,Outside,FIREARM,39.3677,-76.56873,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.34629,-76.60964,Night,2
COMMON ASSAULT,Inside,HANDS,39.34345,-76.67404,Night,0
COMMON ASSAULT,Inside,HANDS,39.28154,-76.54158,Night,0
AGG. ASSAULT,Inside,HANDS,39.29057,-76.6459,Morning,82
AGG. ASSAULT,Outside,KNIFE,39.32704,-76.62932,Morning,-1
AGG. ASSAULT,Outside,KNIFE,39.28886,-76.61361,Morning,46
AGG. ASSAULT,Outside,HANDS,39.27355,-76.67137,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.27166,-76.60125,Morning,1
ROBBERY - STREET,Outside,KNIFE,39.32073,-76.59664,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.33232,-76.60024,Morning,1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.32569,-76.60944,Morning,-1
AGG. ASSAULT,Outside,FIREARM,39.30666,-76.6472,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.30433,-76.55076,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.27809,-76.68387,Afternoon,7
ROBBERY - STREET,Outside,OTHER,39.3317,-76.60005,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.36294,-76.5505,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29517,-76.63232,Evening,8
COMMON ASSAULT,Outside,HANDS,39.31012,-76.5976,Evening,11
ROBBERY - CARJACKING,Outside,FIREARM,39.30419,-76.64787,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.31738,-76.56822,Evening,54
COMMON ASSAULT,Outside,HANDS,39.30793,-76.58398,Evening,11
ROBBERY - CARJACKING,Outside,FIREARM,39.33666,-76.6854,Evening,-1
AGG. ASSAULT,Inside,HANDS,39.28061,-76.65075,Night,-1
COMMON ASSAULT,Outside,HANDS,39.31557,-76.64824,Night,26
AGG. ASSAULT,Outside,KNIFE,39.29025,-76.59852,Night,4
AGG. ASSAULT,Outside,KNIFE,39.29025,-76.59852,Night,4
COMMON ASSAULT,Inside,HANDS,39.26288,-76.63209,Night,0
COMMON ASSAULT,Inside,HANDS,39.30826,-76.57771,Night,0
COMMON ASSAULT,Outside,HANDS,39.30118,-76.62755,Night,26
AGG. ASSAULT,Inside,KNIFE,39.33809,-76.60638,Night,36
COMMON ASSAULT,Inside,HANDS,39.28962,-76.6121,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31365,-76.63227,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32097,-76.61065,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29022,-76.62797,Morning,1
AGG. ASSAULT,Inside,HANDS,39.24831,-76.61785,Morning,-1
AGG. ASSAULT,Inside,HANDS,39.32009,-76.59432,Morning,-1
AGG. ASSAULT,Outside,OTHER,39.28136,-76.66308,Afternoon,16
ROBBERY - STREET,Outside,KNIFE,39.31018,-76.64119,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.3071,-76.70694,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.30785,-76.59684,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29718,-76.57648,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.27366,-76.69691,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.27366,-76.69691,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29852,-76.59813,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.30878,-76.59475,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31868,-76.65399,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.34705,-76.59413,Evening,9
AGG. ASSAULT,Inside,HANDS,39.30093,-76.68388,Evening,-1
AGG. ASSAULT,Inside,HANDS,39.29996,-76.58153,Evening,19
AGG. ASSAULT,Inside,OTHER,39.32593,-76.69966,Evening,18
ROBBERY - STREET,Outside,OTHER,39.28636,-76.59545,Evening,34
ROBBERY - STREET,Outside,OTHER,39.28636,-76.59545,Evening,34
COMMON ASSAULT,Inside,HANDS,39.2677,-76.65128,Evening,8
AGG. ASSAULT,Inside,OTHER,39.34105,-76.57147,Evening,18
COMMON ASSAULT,Inside,HANDS,39.31188,-76.64903,Evening,8
COMMON ASSAULT,Inside,HANDS,39.3687,-76.60947,Evening,8
AGG. ASSAULT,Inside,FIREARM,39.29732,-76.5975,Evening,54
AGG. ASSAULT,Inside,FIREARM,39.34523,-76.68153,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.27907,-76.63745,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28188,-76.65819,Evening,8
COMMON ASSAULT,Inside,HANDS,39.3156,-76.61688,Night,0
COMMON ASSAULT,Outside,HANDS,39.2799,-76.54365,Night,26
ROBBERY - STREET,Outside,KNIFE,39.28887,-76.58902,Night,-1
COMMON ASSAULT,Outside,HANDS,39.35399,-76.54788,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29618,-76.63451,Night,0
AGG. ASSAULT,Inside,OTHER,39.32662,-76.55021,Night,32
COMMON ASSAULT,Inside,HANDS,39.27418,-76.53197,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29284,-76.57333,Morning,1
ROBBERY - RESIDENCE,Inside,FIREARM,39.23496,-76.59803,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.30733,-76.64425,Morning,1
ROBBERY - STREET,Outside,KNIFE,39.28741,-76.62393,Morning,-1
AGG. ASSAULT,Outside,OTHER,39.28585,-76.6031,Morning,25
AGG. ASSAULT,Inside,KNIFE,39.29795,-76.57608,Morning,44
AGG. ASSAULT,Outside,OTHER,39.31634,-76.67696,Afternoon,16
ROBBERY - STREET,Outside,FIREARM,39.32345,-76.58769,Afternoon,6
COMMON ASSAULT,Outside,HANDS,39.3292,-76.56403,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.34638,-76.67254,Afternoon,5
ROBBERY - STREET,Outside,FIREARM,39.28582,-76.64085,Afternoon,6
COMMON ASSAULT,Inside,HANDS,39.32897,-76.56438,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.31233,-76.65571,Afternoon,6
COMMON ASSAULT,Outside,HANDS,39.30383,-76.60703,Afternoon,5
AGG. ASSAULT,Inside,HANDS,39.29501,-76.66145,Evening,19
AGG. ASSAULT,Outside,OTHER,39.28288,-76.6326,Evening,10
COMMON ASSAULT,Inside,HANDS,39.34306,-76.59479,Evening,8
ROBBERY - COMMERCIAL,Inside,FIREARM,39.30358,-76.58618,Evening,40
COMMON ASSAULT,Outside,HANDS,39.29935,-76.605,Evening,11
AGG. ASSAULT,Inside,OTHER,39.31837,-76.67813,Evening,18
AGG. ASSAULT,Inside,HANDS,39.31837,-76.67813,Evening,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.32537,-76.59152,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.29067,-76.64711,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.25266,-76.61681,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.32415,-76.59783,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.33538,-76.65692,Evening,9
COMMON ASSAULT,Inside,HANDS,39.24527,-76.62877,Evening,8
RAPE,Inside,OTHER,39.31543,-76.61687,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.32651,-76.60664,Evening,9
AGG. ASSAULT,Outside,OTHER,39.25089,-76.6437,Evening,10
AGG. ASSAULT,Inside,OTHER,39.3459,-76.67861,Evening,18
AGG. ASSAULT,Inside,OTHER,39.3459,-76.67861,Evening,18
COMMON ASSAULT,Inside,HANDS,39.35358,-76.53374,Evening,8
COMMON ASSAULT,Inside,HANDS,39.31743,-76.57855,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.31647,-76.54327,Afternoon,5
ROBBERY - COMMERCIAL,Outside,KNIFE,39.2856,-76.63808,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.30511,-76.65573,Afternoon,16
AGG. ASSAULT,Outside,OTHER,39.2839,-76.6133,Afternoon,16
ROBBERY - STREET,Outside,FIREARM,39.32461,-76.61456,Evening,9
ROBBERY - COMMERCIAL,Inside,FIREARM,39.33596,-76.6755,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.28383,-76.58675,Evening,11
AGG. ASSAULT,Inside,FIREARM,39.32262,-76.57529,Evening,54
AGG. ASSAULT,Outside,FIREARM,39.30819,-76.63653,Evening,21
AGG. ASSAULT,Inside,FIREARM,39.31029,-76.63784,Evening,24
AGG. ASSAULT,Inside,FIREARM,39.31029,-76.63784,Evening,24
